transcript_id,company_ticker,filing_date,n_pairs,mean_evasion_score,mean_non_responsiveness,mean_vagueness,mean_deflection,mean_hedging,pct_high_evasion
000143774919021287,IPHI,2019-11-01,19,24.67105263157895,1.6842105263157894,2.9473684210526314,1.4210526315789473,1.894736842105263,0.0
000143774921026407,GOVX,2021-11-12,3,25.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.0
000143774922005881,GOVX,2022-03-10,4,18.75,1.25,2.25,1.25,2.25,0.0
000143774922010332,GOVX,2022-05-02,7,25.0,1.5714285714285714,2.7142857142857144,2.0,1.7142857142857142,0.0
000148705215000011,LTXB,2015-02-02,13,13.461538461538462,1.2307692307692308,2.1538461538461537,1.3076923076923077,1.4615384615384615,0.0
000148705215000028,LTXB,2015-04-27,16,22.65625,1.4375,2.5625,1.6875,1.9375,0.0
000148705215000045,LTXB,2015-07-23,9,16.666666666666668,1.2222222222222223,2.2222222222222223,1.3333333333333333,1.8888888888888888,0.0
000148705215000065,LTXB,2015-10-22,10,18.75,1.4,2.2,1.3,2.1,0.0
000148705216000088,LTXB,2016-01-29,14,23.214285714285715,1.6428571428571428,2.4285714285714284,1.7857142857142858,1.8571428571428572,0.0
000148705216000129,LTXB,2016-04-22,17,14.705882352941176,1.1764705882352942,2.1176470588235294,1.2941176470588236,1.7647058823529411,0.0
000148705216000160,LTXB,2016-07-22,17,18.38235294117647,1.411764705882353,2.3529411764705883,1.3529411764705883,1.8235294117647058,0.0
000148705216000197,LTXB,2016-10-21,19,17.105263157894736,1.4736842105263157,2.1052631578947367,1.368421052631579,1.7894736842105263,0.0
000148705217000014,LTXB,2017-01-27,17,16.544117647058822,1.3529411764705883,2.235294117647059,1.3529411764705883,1.7058823529411764,0.0
000148705217000078,LTXB,2017-04-21,21,19.345238095238095,1.380952380952381,2.2857142857142856,1.4285714285714286,2.0,0.0
000148705217000104,LTXB,2017-07-21,16,19.53125,1.5625,2.3125,1.75,1.5,0.0
000148705217000119,LTXB,2017-10-27,11,22.15909090909091,1.8181818181818181,2.272727272727273,1.4545454545454546,2.0,9.090909090909092
000148705218000006,LTXB,2018-01-26,15,26.666666666666668,1.5333333333333334,2.6666666666666665,1.8666666666666667,2.2,0.0
000148705218000071,LTXB,2018-04-20,15,19.166666666666668,1.4666666666666666,2.2,1.4666666666666666,1.9333333333333333,0.0
000148705218000090,LTXB,2018-07-20,12,21.354166666666668,1.5,2.4166666666666665,1.5833333333333333,1.9166666666666667,0.0
000148705218000104,LTXB,2018-10-19,14,13.839285714285714,1.2857142857142858,2.0,1.2142857142857142,1.7142857142857142,0.0
000148705219000006,LTXB,2019-01-25,11,15.909090909090908,1.0909090909090908,2.272727272727273,1.0909090909090908,2.090909090909091,0.0
000155837021015796,MRAM,2021-11-12,13,30.28846153846154,1.6923076923076923,3.0,1.6923076923076923,2.4615384615384617,7.6923076923076925
000156459015010354,DIOD,2015-11-10,14,24.107142857142858,1.6428571428571428,2.9285714285714284,1.2857142857142858,2.0,0.0
000156459016024367,DIOD,2016-08-15,11,26.704545454545453,1.5454545454545454,3.1818181818181817,1.4545454545454546,2.090909090909091,0.0
000156459017015948,CBZ,2017-08-07,4,18.75,1.5,2.5,1.0,2.0,0.0
000156459017021741,CBZ,2017-11-06,12,25.520833333333332,1.6666666666666667,3.0,1.4166666666666667,2.0,0.0
000156459018001861,DIOD,2018-02-12,10,39.375,2.4,3.3,2.3,2.3,20.0
000156459018002456,CBZ,2018-02-20,5,33.75,1.6,3.4,1.4,3.0,0.0
000156459018010024,CBZ,2018-05-01,3,31.25,2.0,3.0,1.3333333333333333,2.6666666666666665,0.0
000156459018013427,DIOD,2018-05-14,7,33.035714285714285,2.2857142857142856,3.0,1.8571428571428572,2.142857142857143,14.285714285714285
000156459018019856,CBZ,2018-08-07,6,25.0,1.8333333333333333,2.6666666666666665,1.8333333333333333,1.6666666666666667,16.666666666666664
000156459018026810,CBZ,2018-11-05,11,27.272727272727273,1.7272727272727273,3.272727272727273,1.2727272727272727,2.090909090909091,0.0
000156459018029833,TDW,2018-11-19,4,23.4375,1.5,2.5,1.75,2.0,0.0
000156459019000322,FLXN,2019-01-07,18,30.555555555555557,2.0,3.111111111111111,1.3888888888888888,2.388888888888889,0.0
000156459019003289,CBZ,2019-02-19,8,19.53125,1.25,2.75,1.125,2.0,0.0
000156459019006435,TDW,2019-03-06,7,20.535714285714285,1.5714285714285714,2.7142857142857144,1.1428571428571428,1.8571428571428572,0.0
000156459019014794,CBZ,2019-05-01,7,18.75,1.4285714285714286,2.5714285714285716,1.1428571428571428,1.8571428571428572,0.0
000156459019028159,CBZ,2019-08-02,8,22.65625,1.625,2.875,1.375,1.75,0.0
000156459019039301,CBZ,2019-11-01,12,19.270833333333332,1.4166666666666667,2.75,1.1666666666666667,1.75,0.0
000156459020003494,NBIX,2020-02-05,14,33.035714285714285,2.142857142857143,3.0,1.6428571428571428,2.5,0.0
000156459020006236,CBZ,2020-02-25,7,31.25,1.7142857142857142,3.5714285714285716,1.2857142857142858,2.4285714285714284,0.0
000156459021008650,STAA,2021-02-25,4,29.6875,1.75,3.25,1.5,2.25,0.0
000156459021036822,VOXX,2021-07-16,3,20.833333333333332,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.0
000156459022001281,VOXX,2022-01-14,5,27.5,2.0,3.0,1.2,2.2,0.0
000156459022020831,VOXX,2022-05-20,6,32.291666666666664,1.8333333333333333,3.3333333333333335,1.5,2.5,0.0
000156459023002247,STAA,2023-02-23,13,45.19230769230769,2.923076923076923,3.6153846153846154,1.9230769230769231,2.769230769230769,7.6923076923076925
000162828016015303,,2016-05-03,13,35.57692307692308,2.3846153846153846,3.1538461538461537,2.4615384615384617,1.6923076923076923,0.0
000162828016018219,,2016-08-01,14,39.732142857142854,2.4285714285714284,3.5,2.357142857142857,2.0714285714285716,0.0
000162828021023214,AFIB,2021-11-12,10,31.25,2.0,3.1,1.5,2.4,0.0
