url,accession
https://www.sec.gov/Archives/edgar/data/1595527/000110465921054042/tm2113823d1_ex99-1.htm,0001104659-21-054042
https://www.sec.gov/Archives/edgar/data/1059142/000095017023054882/ghi-ex99_1.htm,0000950170-23-054882
https://www.sec.gov/Archives/edgar/data/20520/000114036121007649/brhc10021335_ex99-1.htm,0001140361-21-007649
https://www.sec.gov/Archives/edgar/data/20520/000114036120019756/brhc10014897_ex99-1.htm,0001140361-20-019756
https://www.sec.gov/Archives/edgar/data/923796/000119312519046998/d686247dex992.htm,0001193125-19-046998
https://www.sec.gov/Archives/edgar/data/923796/000119312519046998/d686247dex991.htm,0001193125-19-046998
https://www.sec.gov/Archives/edgar/data/923796/000119312520041966/d629246dex992.htm,0001193125-20-041966
https://www.sec.gov/Archives/edgar/data/923796/000119312520041966/d629246dex991.htm,0001193125-20-041966
https://www.sec.gov/Archives/edgar/data/727207/000110465920122518/tm2035212d1_ex99-2.htm,0001104659-20-122518
https://www.sec.gov/Archives/edgar/data/727207/000110465920122518/tm2035212d1_ex99-1.htm,0001104659-20-122518
https://www.sec.gov/Archives/edgar/data/70487/000143774919015956/ex_153805.htm,0001437749-19-015956
https://www.sec.gov/Archives/edgar/data/70487/000143774919015956/ex_153806.htm,0001437749-19-015956
https://www.sec.gov/Archives/edgar/data/37472/000003747219000012/flxs-20191028xex99_1.htm,0000037472-19-000012
https://www.sec.gov/Archives/edgar/data/1526113/000114420419035449/tv525633_ex99-1.htm,0001144204-19-035449
https://www.sec.gov/Archives/edgar/data/37472/000003747221000012/flxs-20210426xex99_1.htm,0000037472-21-000012
https://www.sec.gov/Archives/edgar/data/1526113/000110465920008295/tm206201-1_ex991.htm,0001104659-20-008295
https://www.sec.gov/Archives/edgar/data/37472/000003747222000036/flxs-20220822xex99_1.htm,0000037472-22-000036
https://www.sec.gov/Archives/edgar/data/858339/000119312519179294/d740110dex991.htm,0001193125-19-179294
https://www.sec.gov/Archives/edgar/data/858339/000119312519179294/d740110dex992.htm,0001193125-19-179294
https://www.sec.gov/Archives/edgar/data/779544/000077954419000018/a8-kexhibitfiled813xtransc.htm,0000779544-19-000018
https://www.sec.gov/Archives/edgar/data/1720116/000156459020054026/rdvt-ex992_7.htm,0001564590-20-054026
https://www.sec.gov/Archives/edgar/data/1720116/000156459020054026/rdvt-ex991_6.htm,0001564590-20-054026
https://www.sec.gov/Archives/edgar/data/97216/000009721620000029/a8-k021420exh991prepar.htm,0000097216-20-000029
https://www.sec.gov/Archives/edgar/data/97216/000009721619000026/exh99_1preparedremarksq420.htm,0000097216-19-000026
https://www.sec.gov/Archives/edgar/data/923796/000119312521162170/d530205dex992.htm,0001193125-21-162170
https://www.sec.gov/Archives/edgar/data/923796/000119312521162170/d530205dex991.htm,0001193125-21-162170
https://www.sec.gov/Archives/edgar/data/1179929/000115752319000037/a51922182ex99_1.htm,0001157523-19-000037
https://www.sec.gov/Archives/edgar/data/1634997/000119312521052413/d112899dex991.htm,0001193125-21-052413
https://www.sec.gov/Archives/edgar/data/885725/000088572520000003/pressrelease2019prelim.htm,0000885725-20-000003
https://www.sec.gov/Archives/edgar/data/1720116/000156459019042592/rdvt-ex992_7.htm,0001564590-19-042592
https://www.sec.gov/Archives/edgar/data/1720116/000156459019042592/rdvt-ex991_6.htm,0001564590-19-042592
https://www.sec.gov/Archives/edgar/data/1590895/000119312519179277/d767177dex991.htm,0001193125-19-179277
https://www.sec.gov/Archives/edgar/data/1590895/000119312519179277/d767177dex992.htm,0001193125-19-179277
https://www.sec.gov/Archives/edgar/data/36966/000093041320001014/c95684_ex99-2.htm,0000930413-20-001014
https://www.sec.gov/Archives/edgar/data/36966/000093041320001014/c95684_ex99-1.htm,0000930413-20-001014
https://www.sec.gov/Archives/edgar/data/1179929/000115752321000045/a52361606ex99_1.htm,0001157523-21-000045
https://www.sec.gov/Archives/edgar/data/704415/000156459021000775/tvty-ex991_15.htm,0001564590-21-000775
https://www.sec.gov/Archives/edgar/data/97216/000009721622000154/a10-28x2022exh99_1prepared.htm,0000097216-22-000154
https://www.sec.gov/Archives/edgar/data/1568162/000110465921054037/tm2113833d1_ex99-1.htm,0001104659-21-054037
https://www.sec.gov/Archives/edgar/data/2186/000165495419002111/bkti_ex991.htm,0001654954-19-002111
https://www.sec.gov/Archives/edgar/data/1089907/000155278123000366/e23366_ex99-1.htm,0001552781-23-000366
https://www.sec.gov/Archives/edgar/data/1568162/000110465922106471/tm2227598d1_ex99-1.htm,0001104659-22-106471
https://www.sec.gov/Archives/edgar/data/37472/000003747222000004/flxs-20220124xex99_1.htm,0000037472-22-000004
https://www.sec.gov/Archives/edgar/data/704415/000156459022001069/tvty-ex991_84.htm,0001564590-22-001069
https://www.sec.gov/Archives/edgar/data/76605/000007660519000121/ex991patkq3-19erprexan.htm,0000076605-19-000121
https://www.sec.gov/Archives/edgar/data/1595527/000110465921127788/tm2130539d1_ex99-1.htm,0001104659-21-127788
https://www.sec.gov/Archives/edgar/data/1634997/000119312522048575/d274156dex991.htm,0001193125-22-048575
https://www.sec.gov/Archives/edgar/data/1071739/000107173922000390/a20221216ex991pressrelease.htm,0001071739-22-000390
https://www.sec.gov/Archives/edgar/data/37472/000003747222000054/flxs-20221024xex99_1.htm,0000037472-22-000054
https://www.sec.gov/Archives/edgar/data/67716/000114036123024278/ny20008720x1_ex99-2.htm,0001140361-23-024278
https://www.sec.gov/Archives/edgar/data/67716/000114036123024278/ny20008720x1_ex99-1.htm,0001140361-23-024278
https://www.sec.gov/Archives/edgar/data/1568162/000110465923080506/tm2321155d1_ex99-1.htm,0001104659-23-080506
https://www.sec.gov/Archives/edgar/data/318300/000031830021000316/exhibit991q32021conference.htm,0000318300-21-000316
https://www.sec.gov/Archives/edgar/data/76605/000007660520000133/patkq22020earningspreann.htm,0000076605-20-000133
https://www.sec.gov/Archives/edgar/data/72444/000143774922015164/ex_387917.htm,0001437749-22-015164
https://www.sec.gov/Archives/edgar/data/37472/000003747221000004/flxs-20210125xex99_1.htm,0000037472-21-000004
https://www.sec.gov/Archives/edgar/data/1568162/000110465922045642/tm2212506d1_ex99-1.htm,0001104659-22-045642
https://www.sec.gov/Archives/edgar/data/1032220/000103222023000042/q2fy23_earnings-callxtra.htm,0001032220-23-000042
https://www.sec.gov/Archives/edgar/data/1032220/000103222023000042/mms-2023x03x31x8kxex991.htm,0001032220-23-000042
https://www.sec.gov/Archives/edgar/data/1032220/000103222023000042/maximus_q2fy23xearnings-.htm,0001032220-23-000042
https://www.sec.gov/Archives/edgar/data/1568162/000110465919055063/tm1920584d1_ex99-1.htm,0001104659-19-055063
https://www.sec.gov/Archives/edgar/data/1822359/000121390023049930/ea180582ex99-1_docgo.htm,0001213900-23-049930
https://www.sec.gov/Archives/edgar/data/76605/000007660522000053/patk-rockfordfosgateacqx.htm,0000076605-22-000053
https://www.sec.gov/Archives/edgar/data/37472/000003747223000009/flxs-20230501xex99_1.htm,0000037472-23-000009
https://www.sec.gov/Archives/edgar/data/1819576/000110465923056013/tm2314672d1_ex99-1.htm,0001104659-23-056013
https://www.sec.gov/Archives/edgar/data/1819576/000110465923056013/tm2314672d1_ex99-2.htm,0001104659-23-056013
https://www.sec.gov/Archives/edgar/data/1071739/000107173920000161/a202006128-kexhibit991.htm,0001071739-20-000161
https://www.sec.gov/Archives/edgar/data/37472/000003747222000019/flxs-20220425xex99_1.htm,0000037472-22-000019
https://www.sec.gov/Archives/edgar/data/1365135/000095017022019761/wu-ex99_1.htm,0000950170-22-019761
https://www.sec.gov/Archives/edgar/data/76605/000007660520000064/patkq12020earningspreann.htm,0000076605-20-000064
https://www.sec.gov/Archives/edgar/data/76605/000007660519000056/ex991patkq1-19erprexannoun.htm,0000076605-19-000056
https://www.sec.gov/Archives/edgar/data/76605/000007660521000147/patkq22021earningspre-an.htm,0000076605-21-000147
https://www.sec.gov/Archives/edgar/data/1045742/000095017022000763/live-ex99_1.htm,0000950170-22-000763
https://www.sec.gov/Archives/edgar/data/37472/000156276221000371/flxs-20211025xex99_1.htm,0001562762-21-000371
https://www.sec.gov/Archives/edgar/data/76605/000007660519000018/ex991patkq4-18erprexannoun.htm,0000076605-19-000018
https://www.sec.gov/Archives/edgar/data/1595527/000110465921090825/tm2121808d1_ex99-1.htm,0001104659-21-090825
https://www.sec.gov/Archives/edgar/data/76605/000007660520000179/patkq32020earningspre-an.htm,0000076605-20-000179
https://www.sec.gov/Archives/edgar/data/314203/000110465921060565/tm2115070d1_ex99-1.htm,0001104659-21-060565
https://www.sec.gov/Archives/edgar/data/1179929/000117992920000020/a2020jpmpresentation0113.htm,0001179929-20-000020
https://www.sec.gov/Archives/edgar/data/76605/000007660520000032/patkq419earningspreannou.htm,0000076605-20-000032
https://www.sec.gov/Archives/edgar/data/1568162/000110465920008296/tm206206-1_ex991.htm,0001104659-20-008296
https://www.sec.gov/Archives/edgar/data/76605/000007660521000023/patkq42020earningspre-an.htm,0000076605-21-000023
https://www.sec.gov/Archives/edgar/data/1568162/000114420419035452/tv525635_ex99-1.htm,0001144204-19-035452
https://www.sec.gov/Archives/edgar/data/1568162/000114420419006304/tv513153_ex99-1.htm,0001144204-19-006304
https://www.sec.gov/Archives/edgar/data/1530721/000153072121000101/cpri8-k06292021exhibit991.htm,0001530721-21-000101
https://www.sec.gov/Archives/edgar/data/76605/000007660519000102/ex991patkq2-19erprexannoun.htm,0000076605-19-000102
https://www.sec.gov/Archives/edgar/data/1634997/000163499721000044/exhibit991-1q2021earningsr.htm,0001634997-21-000044
https://www.sec.gov/Archives/edgar/data/1568162/000114420419021126/tv519654_ex99-1.htm,0001144204-19-021126
https://www.sec.gov/Archives/edgar/data/37472/000095017023056869/flxs-ex99_1.htm,0000950170-23-056869
https://www.sec.gov/Archives/edgar/data/76605/000007660521000091/patkq12021earningspre-an.htm,0000076605-21-000091
https://www.sec.gov/Archives/edgar/data/76605/000007660521000091/hyperform-seadekxnewsrel.htm,0000076605-21-000091
https://www.sec.gov/Archives/edgar/data/1634997/000163499721000064/exhibit991-2q21earningsrel.htm,0001634997-21-000064
https://www.sec.gov/Archives/edgar/data/37472/000003747223000003/flxs-20230206xex99_1.htm,0000037472-23-000003
https://www.sec.gov/Archives/edgar/data/2186/000165495423003133/bkti_ex991.htm,0001654954-23-003133
https://www.sec.gov/Archives/edgar/data/2186/000165495423003133/bkti_ex992.htm,0001654954-23-003133
https://www.sec.gov/Archives/edgar/data/1024795/000156459021032985/hlio-ex991_36.htm,0001564590-21-032985
https://www.sec.gov/Archives/edgar/data/1568162/000110465921009624/tm214689d1_ex99-1.htm,0001104659-21-009624
https://www.sec.gov/Archives/edgar/data/1622194/000156459019027684/dea-ex991_7.htm,0001564590-19-027684
https://www.sec.gov/Archives/edgar/data/1622194/000156459019027684/dea-ex992_6.htm,0001564590-19-027684
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000037/q322exhibit991.htm,0001800682-22-000037
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000037/canohealth3q22financials.htm,0001800682-22-000037
https://www.sec.gov/Archives/edgar/data/54480/000005448020000101/kcsex9913252020.htm,0000054480-20-000101
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000008/q421exhibit991.htm,0001800682-22-000008
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000008/canohealthfy21financials.htm,0001800682-22-000008
https://www.sec.gov/Archives/edgar/data/1526113/000110465923080485/tm2321154d1_ex99-1.htm,0001104659-23-080485
https://www.sec.gov/Archives/edgar/data/1526113/000110465921090816/tm2121805d1_ex99-1.htm,0001104659-21-090816
https://www.sec.gov/Archives/edgar/data/1622194/000095017023004849/dea-ex99_1.htm,0000950170-23-004849
https://www.sec.gov/Archives/edgar/data/1622194/000095017023004849/dea-ex99_2.htm,0000950170-23-004849
https://www.sec.gov/Archives/edgar/data/1622194/000156459019016186/dea-ex991_7.htm,0001564590-19-016186
https://www.sec.gov/Archives/edgar/data/1622194/000156459019016186/dea-ex992_6.htm,0001564590-19-016186
https://www.sec.gov/Archives/edgar/data/1800682/000180068221000008/q321exhibit991.htm,0001800682-21-000008
https://www.sec.gov/Archives/edgar/data/1800682/000180068221000008/q3investorpresentationfi.htm,0001800682-21-000008
https://www.sec.gov/Archives/edgar/data/1755953/000121390020027287/ea127050ex99-1_akernacorp.htm,0001213900-20-027287
https://www.sec.gov/Archives/edgar/data/1622194/000156459020049426/dea-ex991_7.htm,0001564590-20-049426
https://www.sec.gov/Archives/edgar/data/1622194/000156459020049426/dea-ex992_6.htm,0001564590-20-049426
https://www.sec.gov/Archives/edgar/data/1568162/000110465922077847/tm2220404d1_ex99-1.htm,0001104659-22-077847
https://www.sec.gov/Archives/edgar/data/1526113/000110465923017675/tm236201d1_ex99-1.htm,0001104659-23-017675
https://www.sec.gov/Archives/edgar/data/1622194/000095017023056543/dea-ex99_1.htm,0000950170-23-056543
https://www.sec.gov/Archives/edgar/data/1622194/000095017023056543/dea-ex99_2.htm,0000950170-23-056543
https://www.sec.gov/Archives/edgar/data/1568162/000110465923017626/tm236199d1_ex99-1.htm,0001104659-23-017626
https://www.sec.gov/Archives/edgar/data/1359841/000119312521156915/d73643dex991.htm,0001193125-21-156915
https://www.sec.gov/Archives/edgar/data/1359841/000119312521156915/d73643dex992.htm,0001193125-21-156915
https://www.sec.gov/Archives/edgar/data/1359841/000119312521156915/d73643dex993.htm,0001193125-21-156915
https://www.sec.gov/Archives/edgar/data/1359841/000119312521156915/d73643dex994.htm,0001193125-21-156915
https://www.sec.gov/Archives/edgar/data/31107/000165495423014491/eml_ex992.htm,0001654954-23-014491
https://www.sec.gov/Archives/edgar/data/31107/000165495423014491/eml_ex991.htm,0001654954-23-014491
https://www.sec.gov/Archives/edgar/data/1622194/000156459021053293/dea-ex991_6.htm,0001564590-21-053293
https://www.sec.gov/Archives/edgar/data/1622194/000156459021053293/dea-ex992_7.htm,0001564590-21-053293
https://www.sec.gov/Archives/edgar/data/945764/000094576422000100/denburyccusbusinessoutlo.htm,0000945764-22-000100
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000016/q122exhibit991.htm,0001800682-22-000016
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000016/q12022investordeckfinal.htm,0001800682-22-000016
https://www.sec.gov/Archives/edgar/data/1595527/000110465922078178/tm2220658d1_ex99-1.htm,0001104659-22-078178
https://www.sec.gov/Archives/edgar/data/1476204/000147620422000089/pecopressreleaseex991q22022.htm,0001476204-22-000089
https://www.sec.gov/Archives/edgar/data/1476204/000147620422000089/q22022supplemental.htm,0001476204-22-000089
https://www.sec.gov/Archives/edgar/data/1526113/000110465921127784/tm2130531d1_ex99-1.htm,0001104659-21-127784
https://www.sec.gov/Archives/edgar/data/885639/000119312521109638/d168365dex991.htm,0001193125-21-109638
https://www.sec.gov/Archives/edgar/data/1526113/000110465923047353/tm2313262d1_ex99-1.htm,0001104659-23-047353
https://www.sec.gov/Archives/edgar/data/1622194/000156459019005157/dea-ex991_6.htm,0001564590-19-005157
https://www.sec.gov/Archives/edgar/data/1622194/000156459019005157/dea-ex992_7.htm,0001564590-19-005157
https://www.sec.gov/Archives/edgar/data/1634997/000119312519277809/d825696dex991.htm,0001193125-19-277809
https://www.sec.gov/Archives/edgar/data/1634997/000119312519277809/d825696dex992.htm,0001193125-19-277809
https://www.sec.gov/Archives/edgar/data/1568162/000110465923047374/tm2313259d1_ex99-1.htm,0001104659-23-047374
https://www.sec.gov/Archives/edgar/data/1526113/000110465922106465/tm2227595d1_ex99-1.htm,0001104659-22-106465
https://www.sec.gov/Archives/edgar/data/1595527/000110465922106895/tm2227594d1_ex99-1.htm,0001104659-22-106895
https://www.sec.gov/Archives/edgar/data/1568162/000110465921090821/tm2121802d1_ex99-1.htm,0001104659-21-090821
https://www.sec.gov/Archives/edgar/data/1101215/000110121521000032/exhibit_99-1.htm,0001101215-21-000032
https://www.sec.gov/Archives/edgar/data/1101215/000110121521000032/exhibit_99-2.htm,0001101215-21-000032
https://www.sec.gov/Archives/edgar/data/1595527/000110465922025323/tm227179d1_ex99-1.htm,0001104659-22-025323
https://www.sec.gov/Archives/edgar/data/1495231/000149523120000083/exhibit991pressrelease2020.htm,0001495231-20-000083
https://www.sec.gov/Archives/edgar/data/1622194/000156459021022977/dea-ex991_6.htm,0001564590-21-022977
https://www.sec.gov/Archives/edgar/data/1622194/000156459021022977/dea-ex992_7.htm,0001564590-21-022977
https://www.sec.gov/Archives/edgar/data/1526113/000110465923108671/tm2328272d1_ex99-1.htm,0001104659-23-108671
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000028/q222exhibit991.htm,0001800682-22-000028
https://www.sec.gov/Archives/edgar/data/1800682/000180068222000028/canohealth2q22financials.htm,0001800682-22-000028
https://www.sec.gov/Archives/edgar/data/1622194/000156459022027327/dea-ex991_6.htm,0001564590-22-027327
https://www.sec.gov/Archives/edgar/data/1622194/000156459022027327/dea-ex992_8.htm,0001564590-22-027327
https://www.sec.gov/Archives/edgar/data/1568162/000110465921127795/tm2130535d1_ex99-1.htm,0001104659-21-127795
https://www.sec.gov/Archives/edgar/data/1622194/000095017023039334/dea-ex99_1.htm,0000950170-23-039334
https://www.sec.gov/Archives/edgar/data/1622194/000095017023039334/dea-ex99_2.htm,0000950170-23-039334
https://www.sec.gov/Archives/edgar/data/1720116/000095017021004251/rdvt-ex99_2.htm,0000950170-21-004251
https://www.sec.gov/Archives/edgar/data/1720116/000095017021004251/rdvt-ex99_1.htm,0000950170-21-004251
https://www.sec.gov/Archives/edgar/data/26324/000115752321000717/a52435463ex99_1.htm,0001157523-21-000717
https://www.sec.gov/Archives/edgar/data/26324/000115752321000717/a52435463ex99_2.htm,0001157523-21-000717
https://www.sec.gov/Archives/edgar/data/1526113/000110465921054026/tm2113824d1_ex99-1.htm,0001104659-21-054026
https://www.sec.gov/Archives/edgar/data/1595527/000110465923109201/tm2328380d1_ex99-1.htm,0001104659-23-109201
https://www.sec.gov/Archives/edgar/data/1605607/000119312519038175/d693361dex991.htm,0001193125-19-038175
https://www.sec.gov/Archives/edgar/data/1605607/000119312519038175/d693361dex992.htm,0001193125-19-038175
https://www.sec.gov/Archives/edgar/data/1622194/000156459021039936/dea-ex991_6.htm,0001564590-21-039936
https://www.sec.gov/Archives/edgar/data/1622194/000156459021039936/dea-ex992_7.htm,0001564590-21-039936
https://www.sec.gov/Archives/edgar/data/39311/000114036122015854/brhc10036647_ex99-3.htm,0001140361-22-015854
https://www.sec.gov/Archives/edgar/data/39311/000114036122015854/brhc10036647_ex99-1.htm,0001140361-22-015854
https://www.sec.gov/Archives/edgar/data/39311/000114036122015854/brhc10036647_ex99-2.htm,0001140361-22-015854
https://www.sec.gov/Archives/edgar/data/1526113/000110465922045638/tm2212503d1_ex99-1.htm,0001104659-22-045638
https://www.sec.gov/Archives/edgar/data/1755953/000121390020035334/ea129435ex99-1_akerna.htm,0001213900-20-035334
https://www.sec.gov/Archives/edgar/data/1526113/000114420419005595/tv512760_ex99-1.htm,0001144204-19-005595
https://www.sec.gov/Archives/edgar/data/1360565/000138713120002628/ex99-2.htm,0001387131-20-002628
https://www.sec.gov/Archives/edgar/data/1360565/000138713120002628/ex99-1.htm,0001387131-20-002628
https://www.sec.gov/Archives/edgar/data/2186/000165495420008613/bkti_ex991.htm,0001654954-20-008613
https://www.sec.gov/Archives/edgar/data/1605607/000119312519133142/d730022dex991.htm,0001193125-19-133142
https://www.sec.gov/Archives/edgar/data/1605607/000119312519133142/d730022dex992.htm,0001193125-19-133142
https://www.sec.gov/Archives/edgar/data/880242/000143774921007730/ex_238396.htm,0001437749-21-007730
https://www.sec.gov/Archives/edgar/data/880242/000143774921007730/ex_238397.htm,0001437749-21-007730
https://www.sec.gov/Archives/edgar/data/880242/000143774921007730/ex_238398.htm,0001437749-21-007730
https://www.sec.gov/Archives/edgar/data/1622194/000095017022020693/dea-ex99_1.htm,0000950170-22-020693
https://www.sec.gov/Archives/edgar/data/1622194/000095017022020693/dea-ex99_2.htm,0000950170-22-020693
https://www.sec.gov/Archives/edgar/data/1622194/000095017023016425/dea-ex99_1.htm,0000950170-23-016425
https://www.sec.gov/Archives/edgar/data/1622194/000095017023016425/dea-ex99_2.htm,0000950170-23-016425
https://www.sec.gov/Archives/edgar/data/1605607/000095017023057504/pgre-ex99_1.htm,0000950170-23-057504
https://www.sec.gov/Archives/edgar/data/1605607/000095017023057504/pgre-ex99_2.htm,0000950170-23-057504
https://www.sec.gov/Archives/edgar/data/1605607/000156459022026501/pgre-ex991_6.htm,0001564590-22-026501
https://www.sec.gov/Archives/edgar/data/1605607/000156459022026501/pgre-ex992_681.htm,0001564590-22-026501
https://www.sec.gov/Archives/edgar/data/1532961/000162828019015279/exhibit991pressrelease.htm,0001628280-19-015279
https://www.sec.gov/Archives/edgar/data/1626853/000121390020002457/f8k020320ex99-1_majesco.htm,0001213900-20-002457
https://www.sec.gov/Archives/edgar/data/1101215/000110121521000075/exhibit_99-1.htm,0001101215-21-000075
https://www.sec.gov/Archives/edgar/data/1595527/000110465921028516/tm217984d1_ex99-1.htm,0001104659-21-028516
https://www.sec.gov/Archives/edgar/data/1655075/000165507521000013/afi-ex991x63021earningsrel.htm,0001655075-21-000013
https://www.sec.gov/Archives/edgar/data/97216/000009721621000032/q4-02122021exh99_1prepared.htm,0000097216-21-000032
https://www.sec.gov/Archives/edgar/data/1487052/000148705219000079/q12019transcript.htm,0001487052-19-000079
https://www.sec.gov/Archives/edgar/data/1568162/000110465920048920/tm2016406-1_ex991.htm,0001104659-20-048920
https://www.sec.gov/Archives/edgar/data/1622194/000156459021007806/dea-ex991_7.htm,0001564590-21-007806
https://www.sec.gov/Archives/edgar/data/1622194/000156459021007806/dea-ex992_6.htm,0001564590-21-007806
https://www.sec.gov/Archives/edgar/data/1634997/000119312520048493/d892660dex991.htm,0001193125-20-048493
https://www.sec.gov/Archives/edgar/data/1634997/000119312520048493/d892660dex992.htm,0001193125-20-048493
https://www.sec.gov/Archives/edgar/data/1634997/000119312520048493/d892660dex993.htm,0001193125-20-048493
https://www.sec.gov/Archives/edgar/data/1605607/000156459020048387/pgre-ex991_6.htm,0001564590-20-048387
https://www.sec.gov/Archives/edgar/data/1605607/000156459020048387/pgre-ex992_7.htm,0001564590-20-048387
https://www.sec.gov/Archives/edgar/data/1526113/000110465922077852/tm2220412d1_ex99-1.htm,0001104659-22-077852
https://www.sec.gov/Archives/edgar/data/883975/000149315220016392/ex99-1.htm,0001493152-20-016392
https://www.sec.gov/Archives/edgar/data/1655075/000119312520273346/d13867dex991.htm,0001193125-20-273346
https://www.sec.gov/Archives/edgar/data/1360565/000149315220020858/ex99-2.htm,0001493152-20-020858
https://www.sec.gov/Archives/edgar/data/1360565/000149315220020858/ex99-1.htm,0001493152-20-020858
https://www.sec.gov/Archives/edgar/data/97216/000009721622000107/a04292022exh99_1preparedre.htm,0000097216-22-000107
https://www.sec.gov/Archives/edgar/data/1526113/000110465922009959/tm224953d1_ex99-1.htm,0001104659-22-009959
https://www.sec.gov/Archives/edgar/data/1360565/000149315220009053/ex99-2.htm,0001493152-20-009053
https://www.sec.gov/Archives/edgar/data/1360565/000149315220009053/ex99-1.htm,0001493152-20-009053
https://www.sec.gov/Archives/edgar/data/764478/000076447819000048/bby-20190925xex99.htm,0000764478-19-000048
https://www.sec.gov/Archives/edgar/data/1605607/000156459021021399/pgre-ex991_7.htm,0001564590-21-021399
https://www.sec.gov/Archives/edgar/data/1605607/000156459021021399/pgre-ex992_6.htm,0001564590-21-021399
https://www.sec.gov/Archives/edgar/data/39899/000003989919000045/tgna2020guidance.htm,0000039899-19-000045
https://www.sec.gov/Archives/edgar/data/1883685/000188368523000010/q4pr-8kexx991x21623.htm,0001883685-23-000010
https://www.sec.gov/Archives/edgar/data/1605607/000156459020019756/pgre-ex991_121.htm,0001564590-20-019756
https://www.sec.gov/Archives/edgar/data/1605607/000156459020019756/pgre-ex992_6.htm,0001564590-20-019756
https://www.sec.gov/Archives/edgar/data/1605607/000156459021052352/pgre-ex991_6.htm,0001564590-21-052352
https://www.sec.gov/Archives/edgar/data/1605607/000156459021052352/pgre-ex992_7.htm,0001564590-21-052352
https://www.sec.gov/Archives/edgar/data/1622194/000156459020020987/dea-ex991_7.htm,0001564590-20-020987
https://www.sec.gov/Archives/edgar/data/1622194/000156459020020987/dea-ex992_6.htm,0001564590-20-020987
https://www.sec.gov/Archives/edgar/data/1605607/000156459020034341/pgre-ex991_6.htm,0001564590-20-034341
https://www.sec.gov/Archives/edgar/data/1605607/000156459020034341/pgre-ex992_7.htm,0001564590-20-034341
https://www.sec.gov/Archives/edgar/data/1655075/000119312520059770/d871737dex991.htm,0001193125-20-059770
https://www.sec.gov/Archives/edgar/data/1655075/000119312520059770/d871737dex992.htm,0001193125-20-059770
https://www.sec.gov/Archives/edgar/data/1634997/000119312519200105/d782548dex991.htm,0001193125-19-200105
https://www.sec.gov/Archives/edgar/data/1634997/000119312519200105/d782548dex992.htm,0001193125-19-200105
https://www.sec.gov/Archives/edgar/data/1634997/000119312519200105/d782548dex993.htm,0001193125-19-200105
https://www.sec.gov/Archives/edgar/data/1605607/000119312520033395/d836032dex991.htm,0001193125-20-033395
https://www.sec.gov/Archives/edgar/data/1605607/000119312520033395/d836032dex992.htm,0001193125-20-033395
https://www.sec.gov/Archives/edgar/data/1634997/000119312519117220/d727228dex991.htm,0001193125-19-117220
https://www.sec.gov/Archives/edgar/data/1634997/000119312519117220/d727228dex992.htm,0001193125-19-117220
https://www.sec.gov/Archives/edgar/data/1634997/000119312519117220/d727228dex993.htm,0001193125-19-117220
https://www.sec.gov/Archives/edgar/data/1526113/000110465921009627/tm214698d1_ex99-1.htm,0001104659-21-009627
https://www.sec.gov/Archives/edgar/data/1605607/000095017023017258/pgre-ex99_1.htm,0000950170-23-017258
https://www.sec.gov/Archives/edgar/data/1605607/000095017023017258/pgre-ex99_2.htm,0000950170-23-017258
https://www.sec.gov/Archives/edgar/data/1622194/000156459020006191/dea-ex991_6.htm,0001564590-20-006191
https://www.sec.gov/Archives/edgar/data/1622194/000156459020006191/dea-ex992_7.htm,0001564590-20-006191
https://www.sec.gov/Archives/edgar/data/1595527/000110465923026962/tm238105d1_ex99-1.htm,0001104659-23-026962
https://www.sec.gov/Archives/edgar/data/1605607/000095017023035962/pgre-ex99_1.htm,0000950170-23-035962
https://www.sec.gov/Archives/edgar/data/1605607/000095017023035962/pgre-ex99_2.htm,0000950170-23-035962
https://www.sec.gov/Archives/edgar/data/1605607/000156459022016107/pgre-ex991_7.htm,0001564590-22-016107
https://www.sec.gov/Archives/edgar/data/1605607/000156459022016107/pgre-ex992_6.htm,0001564590-22-016107
https://www.sec.gov/Archives/edgar/data/1032220/000103222021000012/q1fy21_earnings-callxtra.htm,0001032220-21-000012
https://www.sec.gov/Archives/edgar/data/1032220/000103222021000012/mms-2020x12x31x8kxex991ng.htm,0001032220-21-000012
https://www.sec.gov/Archives/edgar/data/1032220/000103222021000012/q1fy21_earnings-presenta.htm,0001032220-21-000012
https://www.sec.gov/Archives/edgar/data/1595527/000110465923049824/tm2313696d1_ex99-1.htm,0001104659-23-049824
https://www.sec.gov/Archives/edgar/data/748268/000155479523000341/rcat1107form8kexh99_1.htm,0001554795-23-000341
https://www.sec.gov/Archives/edgar/data/1655075/000119312520196819/d908368dex991.htm,0001193125-20-196819
https://www.sec.gov/Archives/edgar/data/1634997/000119312519044260/d705478dex991.htm,0001193125-19-044260
https://www.sec.gov/Archives/edgar/data/1634997/000119312519044260/d705478dex992.htm,0001193125-19-044260
https://www.sec.gov/Archives/edgar/data/1634997/000119312519044260/d705478dex993.htm,0001193125-19-044260
