accession_no,entity_name,cik,file_date,period_of_report,form_type,file_type_hint,source
0001193125-15-354380,SANDERSON FARMS INC,0000812128,2015-10-27,2015-10-21,8-K,,submissions
0001193125-15-155686,SANDERSON FARMS INC,0000812128,2015-04-29,2015-04-23,8-K,,submissions
0001193125-15-067358,SANDERSON FARMS INC,0000812128,2015-02-27,2015-02-24,8-K,,submissions
0000950123-15-002505,SANDERSON FARMS INC,0000812128,2015-02-17,2015-02-12,8-K,,submissions
0001193125-15-020360,SANDERSON FARMS INC,0000812128,2015-01-26,2015-01-21,8-K,,submissions
0001213900-23-082514,"SB FINANCIAL GROUP, INC.",0000767405,2023-11-02,2023-10-30,8-K,,submissions
0001013762-23-005361,"SB FINANCIAL GROUP, INC.",0000767405,2023-10-20,2023-10-18,8-K,,submissions
0001213900-23-061654,"SB FINANCIAL GROUP, INC.",0000767405,2023-08-01,2023-07-27,8-K,,submissions
0001213900-23-059583,"SB FINANCIAL GROUP, INC.",0000767405,2023-07-25,2023-07-25,8-K,,submissions
0001213900-23-032261,"SB FINANCIAL GROUP, INC.",0000767405,2023-04-25,2023-04-20,8-K,,submissions
0001213900-23-031630,"SB FINANCIAL GROUP, INC.",0000767405,2023-04-21,2023-04-19,8-K,,submissions
0001213900-23-031549,"SB FINANCIAL GROUP, INC.",0000767405,2023-04-21,2023-04-21,8-K,,submissions
0001213900-23-031204,"SB FINANCIAL GROUP, INC.",0000767405,2023-04-20,2023-04-19,8-K,,submissions
0001213900-23-005639,"SB FINANCIAL GROUP, INC.",0000767405,2023-01-27,2023-01-26,8-K,,submissions
0001213900-23-004668,"SB FINANCIAL GROUP, INC.",0000767405,2023-01-24,2023-01-24,8-K,,submissions
0001213900-22-082430,"SB FINANCIAL GROUP, INC.",0000767405,2022-12-23,2022-12-21,8-K,,submissions
0001213900-22-068565,"SB FINANCIAL GROUP, INC.",0000767405,2022-11-02,2022-11-01,8-K,,submissions
0001213900-22-065391,"SB FINANCIAL GROUP, INC.",0000767405,2022-10-21,2022-10-21,8-K,,submissions
0001213900-22-041671,"SB FINANCIAL GROUP, INC.",0000767405,2022-07-26,2022-07-25,8-K,,submissions
0001213900-22-041143,"SB FINANCIAL GROUP, INC.",0000767405,2022-07-25,2022-07-25,8-K,,submissions
0001213900-22-022698,"SB FINANCIAL GROUP, INC.",0000767405,2022-04-29,2022-04-28,8-K,,submissions
0001213900-22-021569,"SB FINANCIAL GROUP, INC.",0000767405,2022-04-26,2022-04-20,8-K,,submissions
0001213900-22-021359,"SB FINANCIAL GROUP, INC.",0000767405,2022-04-25,2022-04-20,8-K,,submissions
0001213900-22-020774,"SB FINANCIAL GROUP, INC.",0000767405,2022-04-20,2022-04-20,8-K,,submissions
0001213900-22-004700,"SB FINANCIAL GROUP, INC.",0000767405,2022-02-01,2022-01-28,8-K,,submissions
0001213900-22-004509,"SB FINANCIAL GROUP, INC.",0000767405,2022-01-31,2022-01-27,8-K,,submissions
0001213900-22-003929,"SB FINANCIAL GROUP, INC.",0000767405,2022-01-27,2022-01-25,8-K,,submissions
0001213900-22-003051,"SB FINANCIAL GROUP, INC.",0000767405,2022-01-21,2022-01-19,8-K,,submissions
0001213900-22-001349,"SB FINANCIAL GROUP, INC.",0000767405,2022-01-10,2022-01-10,8-K,,submissions
0001213900-21-055370,"SB FINANCIAL GROUP, INC.",0000767405,2021-10-29,2021-10-28,8-K,,submissions
0001213900-21-054095,"SB FINANCIAL GROUP, INC.",0000767405,2021-10-22,2021-10-20,8-K,,submissions
0001213900-21-046382,"SB FINANCIAL GROUP, INC.",0000767405,2021-09-02,2021-09-01,8-K,,submissions
0001213900-21-045488,"SB FINANCIAL GROUP, INC.",0000767405,2021-08-30,2021-08-26,8-K,,submissions
0001213900-21-039767,"SB FINANCIAL GROUP, INC.",0000767405,2021-08-02,2021-07-26,8-K,,submissions
0001213900-21-038590,"SB FINANCIAL GROUP, INC.",0000767405,2021-07-26,2021-07-26,8-K,,submissions
0001213900-21-029812,"SB FINANCIAL GROUP, INC.",0000767405,2021-05-28,2021-05-27,8-K,,submissions
0001213900-21-027800,"SB FINANCIAL GROUP, INC.",0000767405,2021-05-19,2021-05-14,8-K,,submissions
0001213900-21-024436,"SB FINANCIAL GROUP, INC.",0000767405,2021-05-04,2021-04-30,8-K,,submissions
0001213900-21-022877,"SB FINANCIAL GROUP, INC.",0000767405,2021-04-26,2021-04-21,8-K,,submissions
0001213900-21-022566,"SB FINANCIAL GROUP, INC.",0000767405,2021-04-22,2021-04-21,8-K,,submissions
0001213900-21-022413,"SB FINANCIAL GROUP, INC.",0000767405,2021-04-21,2021-04-21,8-K,,submissions
0001213900-21-006094,"SB FINANCIAL GROUP, INC.",0000767405,2021-02-02,2021-01-28,8-K,,submissions
0001213900-21-004373,"SB FINANCIAL GROUP, INC.",0000767405,2021-01-26,2021-01-20,8-K,,submissions
0001213900-20-034134,"SB FINANCIAL GROUP, INC.",0000767405,2020-10-30,2020-10-29,8-K,,submissions
0001213900-20-033512,"SB FINANCIAL GROUP, INC.",0000767405,2020-10-27,2020-10-21,8-K,,submissions
0001213900-20-019053,"SB FINANCIAL GROUP, INC.",0000767405,2020-07-29,2020-07-27,8-K,,submissions
0001213900-20-018181,"SB FINANCIAL GROUP, INC.",0000767405,2020-07-21,2020-07-15,8-K,,submissions
0001213900-20-018174,"SB FINANCIAL GROUP, INC.",0000767405,2020-07-21,2020-07-15,8-K,,submissions
0001213900-20-015697,"SB FINANCIAL GROUP, INC.",0000767405,2020-06-24,2020-06-23,8-K,,submissions
0001213900-20-014355,"SB FINANCIAL GROUP, INC.",0000767405,2020-06-08,2020-06-05,8-K,,submissions
0001213900-20-010199,"SB FINANCIAL GROUP, INC.",0000767405,2020-04-27,2020-04-23,8-K,,submissions
0001213900-20-009476,"SB FINANCIAL GROUP, INC.",0000767405,2020-04-17,2020-04-15,8-K,,submissions
0001213900-20-009440,"SB FINANCIAL GROUP, INC.",0000767405,2020-04-17,2020-04-15,8-K,,submissions
0001213900-20-002848,"SB FINANCIAL GROUP, INC.",0000767405,2020-02-07,2020-02-06,8-K,,submissions
0001213900-20-002595,"SB FINANCIAL GROUP, INC.",0000767405,2020-02-04,2020-01-30,8-K,,submissions
0001213900-20-001729,"SB FINANCIAL GROUP, INC.",0000767405,2020-01-24,2020-01-23,8-K,,submissions
0001213900-20-001441,"SB FINANCIAL GROUP, INC.",0000767405,2020-01-21,2020-01-15,8-K,,submissions
0001213900-19-026965,"SB FINANCIAL GROUP, INC.",0000767405,2019-12-26,2019-12-26,8-K,,submissions
0001213900-19-022483,"SB FINANCIAL GROUP, INC.",0000767405,2019-11-08,2019-11-06,8-K,,submissions
0001615774-19-013583,"SB FINANCIAL GROUP, INC.",0000767405,2019-10-29,2019-10-28,8-K,,submissions
0001213900-19-020532,"SB FINANCIAL GROUP, INC.",0000767405,2019-10-17,2019-10-16,8-K,,submissions
0001213900-19-017285,"SB FINANCIAL GROUP, INC.",0000767405,2019-09-05,2019-09-05,8-K,,submissions
0001213900-19-015747,"SB FINANCIAL GROUP, INC.",0000767405,2019-08-14,2019-08-09,8-K,,submissions
0001213900-19-013498,"SB FINANCIAL GROUP, INC.",0000767405,2019-07-25,2019-07-23,8-K,,submissions
0001213900-19-013492,"SB FINANCIAL GROUP, INC.",0000767405,2019-07-24,2019-07-17,8-K,,submissions
0001213900-19-013262,"SB FINANCIAL GROUP, INC.",0000767405,2019-07-22,2019-07-17,8-K,,submissions
0001213900-19-011183,"SB FINANCIAL GROUP, INC.",0000767405,2019-06-21,2019-06-19,8-K,,submissions
0001213900-19-009558,"SB FINANCIAL GROUP, INC.",0000767405,2019-05-24,2019-05-20,8-K,,submissions
0001213900-19-009197,"SB FINANCIAL GROUP, INC.",0000767405,2019-05-20,2019-05-15,8-K,,submissions
0001213900-19-007055,"SB FINANCIAL GROUP, INC.",0000767405,2019-04-24,2019-04-17,8-K,,submissions
0001213900-19-006755,"SB FINANCIAL GROUP, INC.",0000767405,2019-04-19,2019-04-17,8-K,,submissions
0001213900-19-006679,"SB FINANCIAL GROUP, INC.",0000767405,2019-04-18,2019-04-18,8-K,,submissions
0001213900-19-006601,"SB FINANCIAL GROUP, INC.",0000767405,2019-04-17,2019-04-17,8-K,,submissions
0001213900-19-002503,"SB FINANCIAL GROUP, INC.",0000767405,2019-02-14,2019-02-14,8-K,,submissions
0001213900-19-001200,"SB FINANCIAL GROUP, INC.",0000767405,2019-01-25,2019-01-24,8-K,,submissions
0001213900-19-001198,"SB FINANCIAL GROUP, INC.",0000767405,2019-01-25,2019-01-24,8-K,,submissions
0001213900-19-000934,"SB FINANCIAL GROUP, INC.",0000767405,2019-01-18,2019-01-16,8-K,,submissions
0001213900-18-017835,"SB FINANCIAL GROUP, INC.",0000767405,2018-12-26,2018-12-19,8-K,,submissions
0001213900-18-016010,"SB FINANCIAL GROUP, INC.",0000767405,2018-11-16,2018-11-14,8-K,,submissions
0001213900-18-014152,"SB FINANCIAL GROUP, INC.",0000767405,2018-10-19,2018-10-18,8-K,,submissions
0001213900-18-014137,"SB FINANCIAL GROUP, INC.",0000767405,2018-10-19,2018-10-19,8-K,,submissions
0001213900-18-011626,"SB FINANCIAL GROUP, INC.",0000767405,2018-08-23,2018-08-15,8-K,,submissions
0001213900-18-009582,"SB FINANCIAL GROUP, INC.",0000767405,2018-07-25,2018-07-18,8-K,,submissions
0001213900-18-009467,"SB FINANCIAL GROUP, INC.",0000767405,2018-07-20,2018-07-19,8-K,,submissions
0001213900-18-009462,"SB FINANCIAL GROUP, INC.",0000767405,2018-07-20,2018-07-18,8-K,,submissions
0001213900-18-006483,"SB FINANCIAL GROUP, INC.",0000767405,2018-05-17,2018-05-16,8-K,,submissions
0001213900-18-004903,"SB FINANCIAL GROUP, INC.",0000767405,2018-04-25,2018-04-18,8-K,,submissions
0001213900-18-004868,"SB FINANCIAL GROUP, INC.",0000767405,2018-04-24,2018-04-18,8-K,,submissions
0001213900-18-004762,"SB FINANCIAL GROUP, INC.",0000767405,2018-04-20,2018-04-19,8-K,,submissions
0001213900-18-004627,"SB FINANCIAL GROUP, INC.",0000767405,2018-04-18,2018-04-18,8-K,,submissions
0001213900-18-002182,"SB FINANCIAL GROUP, INC.",0000767405,2018-02-22,2018-02-21,8-K,,submissions
0001213900-18-002174,"SB FINANCIAL GROUP, INC.",0000767405,2018-02-22,2018-02-21,8-K,,submissions
0001213900-18-001701,"SB FINANCIAL GROUP, INC.",0000767405,2018-02-13,2018-02-09,8-K,,submissions
0001213900-18-001280,"SB FINANCIAL GROUP, INC.",0000767405,2018-02-05,2018-02-05,8-K,,submissions
0001213900-18-000946,"SB FINANCIAL GROUP, INC.",0000767405,2018-01-26,2018-01-22,8-K,,submissions
0001213900-18-000936,"SB FINANCIAL GROUP, INC.",0000767405,2018-01-26,2018-01-26,8-K,,submissions
0001213900-18-000916,"SB FINANCIAL GROUP, INC.",0000767405,2018-01-26,2018-01-25,8-K,,submissions
0001213900-18-000762,"SB FINANCIAL GROUP, INC.",0000767405,2018-01-22,2018-01-17,8-K,,submissions
0001213900-17-012452,"SB FINANCIAL GROUP, INC.",0000767405,2017-11-21,2017-11-17,8-K,,submissions
0001213900-17-011960,"SB FINANCIAL GROUP, INC.",0000767405,2017-11-14,2017-11-13,8-K,,submissions
0001213900-17-011267,"SB FINANCIAL GROUP, INC.",0000767405,2017-11-02,2017-11-01,8-K,,submissions
0001213900-17-010784,"SB FINANCIAL GROUP, INC.",0000767405,2017-10-20,2017-10-18,8-K,,submissions
0001213900-17-010783,"SB FINANCIAL GROUP, INC.",0000767405,2017-10-20,2017-10-19,8-K,,submissions
0001213900-17-008957,"SB FINANCIAL GROUP, INC.",0000767405,2017-08-21,2017-08-16,8-K,,submissions
0001213900-17-008453,"SB FINANCIAL GROUP, INC.",0000767405,2017-08-10,2017-08-09,8-K,,submissions
0001213900-17-007820,"SB FINANCIAL GROUP, INC.",0000767405,2017-07-21,2017-07-20,8-K,,submissions
0001213900-17-007815,"SB FINANCIAL GROUP, INC.",0000767405,2017-07-21,2017-07-19,8-K,,submissions
0001213900-17-005636,"SB FINANCIAL GROUP, INC.",0000767405,2017-05-22,2017-05-17,8-K,,submissions
0001213900-17-005634,"SB FINANCIAL GROUP, INC.",0000767405,2017-05-22,2017-05-17,8-K,,submissions
0001213900-17-004197,"SB FINANCIAL GROUP, INC.",0000767405,2017-04-25,2017-04-24,8-K,,submissions
0001213900-17-004179,"SB FINANCIAL GROUP, INC.",0000767405,2017-04-25,2017-04-20,8-K,,submissions
0001213900-17-004177,"SB FINANCIAL GROUP, INC.",0000767405,2017-04-25,2017-04-19,8-K,,submissions
0001213900-17-004135,"SB FINANCIAL GROUP, INC.",0000767405,2017-04-24,2017-04-19,8-K,,submissions
0001213900-17-003965,"SB FINANCIAL GROUP, INC.",0000767405,2017-04-19,2017-04-19,8-K,,submissions
0001213900-17-001548,"SB FINANCIAL GROUP, INC.",0000767405,2017-02-17,2017-02-15,8-K,,submissions
0001213900-17-000636,"SB FINANCIAL GROUP, INC.",0000767405,2017-01-25,2017-01-18,8-K,,submissions
0001213900-17-000582,"SB FINANCIAL GROUP, INC.",0000767405,2017-01-23,2017-01-18,8-K,,submissions
0001213900-16-018712,"SB FINANCIAL GROUP, INC.",0000767405,2016-11-18,2016-11-16,8-K,,submissions
0001213900-16-017643,"SB FINANCIAL GROUP, INC.",0000767405,2016-10-20,2016-10-19,8-K,,submissions
0001213900-16-016310,"SB FINANCIAL GROUP, INC.",0000767405,2016-08-22,2016-08-17,8-K,,submissions
0001213900-16-015168,"SB FINANCIAL GROUP, INC.",0000767405,2016-07-22,2016-07-20,8-K,,submissions
0001213900-16-014477,"SB FINANCIAL GROUP, INC.",0000767405,2016-06-24,2016-06-24,8-K,,submissions
0001213900-16-013645,"SB FINANCIAL GROUP, INC.",0000767405,2016-05-20,2016-05-18,8-K,,submissions
0001213900-16-013643,"SB FINANCIAL GROUP, INC.",0000767405,2016-05-20,2016-05-18,8-K,,submissions
0001213900-16-012767,"SB FINANCIAL GROUP, INC.",0000767405,2016-04-25,2016-04-20,8-K,,submissions
0001213900-16-012736,"SB FINANCIAL GROUP, INC.",0000767405,2016-04-22,2016-04-20,8-K,,submissions
0001213900-16-012726,"SB FINANCIAL GROUP, INC.",0000767405,2016-04-22,2016-04-21,8-K,,submissions
0001213900-16-012657,"SB FINANCIAL GROUP, INC.",0000767405,2016-04-20,2016-04-20,8-K,,submissions
0001213900-16-011048,"SB FINANCIAL GROUP, INC.",0000767405,2016-02-18,2016-02-17,8-K,,submissions
0001213900-16-010377,"SB FINANCIAL GROUP, INC.",0000767405,2016-01-26,2016-01-20,8-K,,submissions
0001213900-16-010330,"SB FINANCIAL GROUP, INC.",0000767405,2016-01-22,2016-01-21,8-K,,submissions
0001213900-15-008939,"SB FINANCIAL GROUP, INC.",0000767405,2015-11-20,2015-11-18,8-K,,submissions
0001213900-15-007986,"SB FINANCIAL GROUP, INC.",0000767405,2015-10-28,2015-10-26,8-K,,submissions
0001213900-15-007557,"SB FINANCIAL GROUP, INC.",0000767405,2015-10-09,2015-10-09,8-K,,submissions
0001213900-15-006471,"SB FINANCIAL GROUP, INC.",0000767405,2015-08-21,2015-08-19,8-K,,submissions
0001213900-15-005460,"SB FINANCIAL GROUP, INC.",0000767405,2015-07-28,2015-07-27,8-K,,submissions
0001213900-15-004027,"SB FINANCIAL GROUP, INC.",0000767405,2015-05-20,2015-05-19,8-K,,submissions
0001213900-15-003239,"SB FINANCIAL GROUP, INC.",0000767405,2015-05-04,2015-04-28,8-K,,submissions
0001213900-15-003210,"SB FINANCIAL GROUP, INC.",0000767405,2015-05-01,2015-04-29,8-K,,submissions
0001213900-15-003194,"SB FINANCIAL GROUP, INC.",0000767405,2015-05-01,2015-05-01,8-K,,submissions
0001213900-15-003175,"SB FINANCIAL GROUP, INC.",0000767405,2015-04-30,2015-04-29,8-K,,submissions
0001213900-15-003099,"SB FINANCIAL GROUP, INC.",0000767405,2015-04-29,2015-04-29,8-K,,submissions
0001213900-15-003046,"SB FINANCIAL GROUP, INC.",0000767405,2015-04-28,2015-04-27,8-K,,submissions
0001213900-15-001213,"SB FINANCIAL GROUP, INC.",0000767405,2015-02-18,2015-02-18,8-K,,submissions
0001213900-15-000494,"SB FINANCIAL GROUP, INC.",0000767405,2015-01-22,2015-01-21,8-K,,submissions
0000088205-23-000035,"SPX Technologies, Inc.",0000088205,2023-11-02,2023-11-02,8-K,,submissions
0000088205-23-000029,"SPX Technologies, Inc.",0000088205,2023-08-02,2023-08-02,8-K,,submissions
0001104659-23-086426,"SPX Technologies, Inc.",0000088205,2023-08-01,2023-08-01,8-K,,submissions
0000088205-23-000022,"SPX Technologies, Inc.",0000088205,2023-05-09,2023-05-09,8-K,,submissions
0000088205-23-000017,"SPX Technologies, Inc.",0000088205,2023-05-04,2023-05-04,8-K,,submissions
0000088205-23-000016,"SPX Technologies, Inc.",0000088205,2023-05-04,2023-04-28,8-K,,submissions
0000088205-23-000012,"SPX Technologies, Inc.",0000088205,2023-04-27,2023-04-21,8-K,,submissions
0000088205-23-000009,"SPX Technologies, Inc.",0000088205,2023-03-14,2023-03-14,8-K,,submissions
0000088205-23-000005,"SPX Technologies, Inc.",0000088205,2023-02-23,2023-02-23,8-K,,submissions
0000088205-22-000050,"SPX Technologies, Inc.",0000088205,2022-12-13,2022-12-12,8-K,,submissions
0000088205-22-000046,"SPX Technologies, Inc.",0000088205,2022-12-07,2022-12-07,8-K,,submissions
0000947871-22-001139,"SPX Technologies, Inc.",0000088205,2022-11-07,2022-11-01,8-K,,submissions
0000088205-22-000041,"SPX Technologies, Inc.",0000088205,2022-11-03,2022-11-03,8-K,,submissions
0001104659-22-113989,"SPX Technologies, Inc.",0000088205,2022-11-02,2022-08-15,8-K,,submissions
0001104659-22-097052,"SPX Technologies, Inc.",0000088205,2022-09-01,2022-08-29,8-K,,submissions
0001104659-22-094048,"SPX Technologies, Inc.",0000088205,2022-08-24,2022-08-23,8-K,,submissions
0000088205-22-000032,"SPX Technologies, Inc.",0000088205,2022-08-05,2022-08-04,8-K,,submissions
0001104659-22-058769,"SPX Technologies, Inc.",0000088205,2022-05-11,2022-05-10,8-K,,submissions
0000088205-22-000019,"SPX Technologies, Inc.",0000088205,2022-05-04,2022-05-04,8-K,,submissions
0000088205-22-000005,"SPX Technologies, Inc.",0000088205,2022-02-23,2022-02-23,8-K,,submissions
0000088205-21-000040,"SPX Technologies, Inc.",0000088205,2021-11-03,2021-11-03,8-K,,submissions
0000088205-21-000036,"SPX Technologies, Inc.",0000088205,2021-10-07,2021-10-01,8-K,,submissions
0000088205-21-000033,"SPX Technologies, Inc.",0000088205,2021-10-04,2021-10-04,8-K,,submissions
0000088205-21-000029,"SPX Technologies, Inc.",0000088205,2021-08-05,2021-08-05,8-K,,submissions
0001104659-21-078447,"SPX Technologies, Inc.",0000088205,2021-06-09,2021-06-07,8-K,,submissions
0000088205-21-000019,"SPX Technologies, Inc.",0000088205,2021-05-11,2021-05-11,8-K,,submissions
0000088205-21-000013,"SPX Technologies, Inc.",0000088205,2021-05-06,2021-05-06,8-K,,submissions
0001193125-21-095209,"SPX Technologies, Inc.",0000088205,2021-03-26,2021-03-26,8-K,,submissions
0000088205-21-000006,"SPX Technologies, Inc.",0000088205,2021-02-23,2021-02-23,8-K,,submissions
0000088205-20-000039,"SPX Technologies, Inc.",0000088205,2020-10-29,2020-10-29,8-K,,submissions
0000088205-20-000033,"SPX Technologies, Inc.",0000088205,2020-09-02,2020-09-02,8-K,,submissions
0000088205-20-000029,"SPX Technologies, Inc.",0000088205,2020-07-30,2020-07-30,8-K,,submissions
0001104659-20-084090,"SPX Technologies, Inc.",0000088205,2020-07-16,2020-07-16,8-K,,submissions
0000088205-20-000021,"SPX Technologies, Inc.",0000088205,2020-05-14,2020-05-14,8-K,,submissions
0000088205-20-000014,"SPX Technologies, Inc.",0000088205,2020-04-30,2020-04-30,8-K,,submissions
0001193125-20-095225,"SPX Technologies, Inc.",0000088205,2020-04-02,2020-04-02,8-K,,submissions
0001104659-20-025385,"SPX Technologies, Inc.",0000088205,2020-02-26,2020-02-24,8-K,,submissions
0000088205-20-000005,"SPX Technologies, Inc.",0000088205,2020-02-13,2020-02-13,8-K,,submissions
0001104659-19-073796,"SPX Technologies, Inc.",0000088205,2019-12-18,2019-12-17,8-K,,submissions
0000088205-19-000043,"SPX Technologies, Inc.",0000088205,2019-10-30,2019-10-30,8-K,,submissions
0000088205-19-000037,"SPX Technologies, Inc.",0000088205,2019-09-03,2019-08-27,8-K,,submissions
0000088205-19-000032,"SPX Technologies, Inc.",0000088205,2019-08-01,2019-08-01,8-K,,submissions
0000088205-19-000020,"SPX Technologies, Inc.",0000088205,2019-05-10,2019-05-09,8-K,,submissions
0000088205-19-000011,"SPX Technologies, Inc.",0000088205,2019-05-02,2019-05-02,8-K,,submissions
0001104659-19-012740,"SPX Technologies, Inc.",0000088205,2019-03-05,2019-03-05,8-K,,submissions
0001628280-19-001430,"SPX Technologies, Inc.",0000088205,2019-02-14,2019-02-14,8-K,,submissions
0000088205-18-000014,"SPX Technologies, Inc.",0000088205,2018-11-01,2018-11-01,8-K,,submissions
0000088205-18-000012,"SPX Technologies, Inc.",0000088205,2018-08-02,2018-08-02,8-K,,submissions
0001104659-18-044444,"SPX Technologies, Inc.",0000088205,2018-07-10,2018-07-10,8-K,,submissions
0001104659-18-039742,"SPX Technologies, Inc.",0000088205,2018-06-13,2018-06-13,8-K,,submissions
0000088205-18-000009,"SPX Technologies, Inc.",0000088205,2018-05-18,2018-05-15,8-K,,submissions
0000088205-18-000007,"SPX Technologies, Inc.",0000088205,2018-05-03,2018-05-03,8-K,,submissions
0000088205-18-000006,"SPX Technologies, Inc.",0000088205,2018-04-23,2018-04-23,8-K,,submissions
0001104659-18-010521,"SPX Technologies, Inc.",0000088205,2018-02-20,2018-02-20,8-K,,submissions
0000088205-18-000001,"SPX Technologies, Inc.",0000088205,2018-02-15,2018-02-15,8-K,,submissions
0000088205-17-000025,"SPX Technologies, Inc.",0000088205,2017-12-20,2017-12-19,8-K,,submissions
0000088205-17-000023,"SPX Technologies, Inc.",0000088205,2017-11-02,2017-11-02,8-K,,submissions
0000088205-17-000021,"SPX Technologies, Inc.",0000088205,2017-08-03,2017-08-03,8-K,,submissions
0000088205-17-000020,"SPX Technologies, Inc.",0000088205,2017-06-28,2017-06-22,8-K,,submissions
0000088205-17-000014,"SPX Technologies, Inc.",0000088205,2017-05-10,2017-05-08,8-K,,submissions
0000088205-17-000011,"SPX Technologies, Inc.",0000088205,2017-05-04,2017-05-04,8-K,,submissions
0000088205-17-000009,"SPX Technologies, Inc.",0000088205,2017-03-22,2017-03-20,8-K,,submissions
0000088205-17-000005,"SPX Technologies, Inc.",0000088205,2017-02-23,2017-02-23,8-K,,submissions
0000088205-16-000039,"SPX Technologies, Inc.",0000088205,2016-12-30,2016-12-30,8-K,,submissions
0000088205-16-000035,"SPX Technologies, Inc.",0000088205,2016-12-06,2016-12-06,8-K,,submissions
0000088205-16-000032,"SPX Technologies, Inc.",0000088205,2016-11-23,2016-11-23,8-K,,submissions
0000088205-16-000030,"SPX Technologies, Inc.",0000088205,2016-11-08,2016-11-08,8-K,,submissions
0000088205-16-000025,"SPX Technologies, Inc.",0000088205,2016-11-03,2016-11-03,8-K,,submissions
0001104659-16-143352,"SPX Technologies, Inc.",0000088205,2016-09-07,2016-09-07,8-K,,submissions
0000088205-16-000016,"SPX Technologies, Inc.",0000088205,2016-08-04,2016-08-04,8-K,,submissions
0001104659-16-123830,"SPX Technologies, Inc.",0000088205,2016-05-27,2016-05-24,8-K,,submissions
0001104659-16-119511,"SPX Technologies, Inc.",0000088205,2016-05-10,2016-05-10,8-K,,submissions
0001104659-16-118311,"SPX Technologies, Inc.",0000088205,2016-05-05,2016-05-05,8-K,,submissions
0001104659-16-108754,"SPX Technologies, Inc.",0000088205,2016-03-30,2016-03-30,8-K,,submissions
0001104659-16-101635,"SPX Technologies, Inc.",0000088205,2016-03-02,2016-03-02,8-K,,submissions
0001104659-16-100600,"SPX Technologies, Inc.",0000088205,2016-02-26,2016-02-24,8-K,,submissions
0001104659-16-100010,"SPX Technologies, Inc.",0000088205,2016-02-25,2016-02-25,8-K,,submissions
0001104659-16-089140,"SPX Technologies, Inc.",0000088205,2016-01-11,2016-01-11,8-K,,submissions
0001104659-15-084515,"SPX Technologies, Inc.",0000088205,2015-12-14,2015-12-14,8-K,,submissions
0001104659-15-084213,"SPX Technologies, Inc.",0000088205,2015-12-11,2015-12-11,8-K,,submissions
0001104659-15-075761,"SPX Technologies, Inc.",0000088205,2015-11-04,2015-11-04,8-K,,submissions
0001104659-15-067759,"SPX Technologies, Inc.",0000088205,2015-09-28,2015-09-22,8-K,,submissions
0001104659-15-065006,"SPX Technologies, Inc.",0000088205,2015-09-14,2015-09-08,8-K,,submissions
0001104659-15-064113,"SPX Technologies, Inc.",0000088205,2015-09-09,2015-09-08,8-K,,submissions
0001104659-15-063160,"SPX Technologies, Inc.",0000088205,2015-09-02,2015-09-01,8-K,,submissions
0001104659-15-063058,"SPX Technologies, Inc.",0000088205,2015-09-01,2015-09-01,8-K,,submissions
0001104659-15-060314,"SPX Technologies, Inc.",0000088205,2015-08-17,2015-08-13,8-K,,submissions
0001104659-15-054025,"SPX Technologies, Inc.",0000088205,2015-07-29,2015-07-29,8-K,,submissions
0001104659-15-037727,"SPX Technologies, Inc.",0000088205,2015-05-13,2015-05-08,8-K,,submissions
0001104659-15-031246,"SPX Technologies, Inc.",0000088205,2015-04-29,2015-04-29,8-K,,submissions
0001104659-15-021581,"SPX Technologies, Inc.",0000088205,2015-03-23,2015-03-19,8-K,,submissions
0001104659-15-015824,"SPX Technologies, Inc.",0000088205,2015-03-02,2015-02-24,8-K,,submissions
0001104659-15-009167,"SPX Technologies, Inc.",0000088205,2015-02-12,2015-02-12,8-K,,submissions
0000950170-23-067757,STAAR SURGICAL CO,0000718937,2023-12-04,2023-12-01,8-K,,submissions
0000950170-23-064344,STAAR SURGICAL CO,0000718937,2023-11-16,2023-11-16,8-K,,submissions
0000950170-23-057446,STAAR SURGICAL CO,0000718937,2023-11-01,2023-11-01,8-K,,submissions
0001193125-23-206724,STAAR SURGICAL CO,0000718937,2023-08-09,2023-08-09,8-K,,submissions
0001193125-23-201709,STAAR SURGICAL CO,0000718937,2023-08-02,2023-08-02,8-K,,submissions
0000950170-23-028687,STAAR SURGICAL CO,0000718937,2023-06-16,2023-06-15,8-K,,submissions
0000950170-23-026811,STAAR SURGICAL CO,0000718937,2023-06-07,2023-06-06,8-K,,submissions
0000950170-23-026527,STAAR SURGICAL CO,0000718937,2023-06-06,2023-06-06,8-K,,submissions
0000950170-23-017842,STAAR SURGICAL CO,0000718937,2023-05-04,2023-05-03,8-K,,submissions
0000950170-23-017172,STAAR SURGICAL CO,0000718937,2023-05-03,2023-05-03,8-K,,submissions
0000950170-23-010431,STAAR SURGICAL CO,0000718937,2023-03-29,2023-03-24,8-K,,submissions
0000950170-23-007754,STAAR SURGICAL CO,0000718937,2023-03-14,2023-03-14,8-K,,submissions
0001564590-23-002118,STAAR SURGICAL CO,0000718937,2023-02-21,2023-02-21,8-K,,submissions
0001564590-23-001300,STAAR SURGICAL CO,0000718937,2023-02-01,2023-01-26,8-K,,submissions
0001564590-23-000271,STAAR SURGICAL CO,0000718937,2023-01-09,2023-01-09,8-K,,submissions
0001564590-22-039439,STAAR SURGICAL CO,0000718937,2022-12-19,2022-12-16,8-K,,submissions
0001564590-22-036606,STAAR SURGICAL CO,0000718937,2022-11-03,2022-11-02,8-K,,submissions
